depreg,depreg.1,mupreg,mupreg.1,mesreg,mesreg.1,añoreg,añoreg.1,diaocu,diaocu.1,mesocu,mesocu.1,añoocu,añoocu.1,depocu,depocu.1,mupocu,mupocu.1,edadhom,edadhom.1,edadmuj,edadmuj.1,grethom,gretmuj,nachom,nachom.1,nacmuj,nacmuj.1,escohom,escomuj,ocupahom,ocupamuj
9,,901,,6,,2011,,23,,3,,2011,,9,,901,,999,,999,,9,9,320,,320,,5,5,2341,2341
21,,2101,,8,,2011,,23,,3,,2011,,21,,2101,,999,,999,,9,9,320,,320,,9,9,2341,2341
1,,108,,6,,2011,,7,,3,,2011,,1,,101,,34,,999,,9,9,320,,320,,4,1,2341,2341
18,,1801,,8,,2011,,15,,3,,2011,,18,,1801,,999,,52,,9,2,320,,320,,9,4,3114,2341
1,,101,,1,,2012,,18,,10,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,3119,2341
1,,101,,9,,2011,,23,,6,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,3513,2341
1,,101,,4,,2011,,22,,3,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,5221,2341
1,,101,,9,,2011,,2,,6,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,2341
12,,1202,,9,,2011,,1,,2,,2011,,1,,101,,999,,999,,9,9,320,,320,,1,1,9712,2341
16,,1604,,2,,2012,,21,,12,,2011,,16,,1601,,29,,29,,2,2,320,,320,,4,4,9712,2341
1,,101,,4,,2011,,15,,2,,2011,,1,,101,,29,,999,,2,9,320,,320,,5,9,2422,2341
20,,2001,,11,,2011,,15,,4,,2011,,20,,2001,,999,,999,,9,9,320,,320,,9,9,2341,2341
1,,101,,4,,2011,,14,,1,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,2341,2341
1,,101,,4,,2011,,3,,2,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,7231,2341
1,,101,,7,,2011,,27,,4,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,2611,2359
16,,1601,,1,,2012,,25,,11,,2011,,16,,1601,,999,,999,,9,9,320,,320,,9,9,3513,2359
1,,101,,12,,2011,,13,,10,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,2359
9,,901,,12,,2011,,27,,10,,2011,,9,,901,,999,,999,,9,9,320,,320,,9,9,9712,2359
9,,920,,5,,2012,,6,,9,,2011,,9,,920,,30,,30,,2,2,320,,320,,1,4,9712,2359
1,,101,,3,,2011,,26,,1,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,2152,2359
1,,101,,6,,2011,,25,,2,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,2359,2359
19,,1901,,1,,2012,,15,,12,,2011,,19,,1901,,47,,51,,2,2,320,,320,,2,4,8322,2359
14,,1404,,10,,2011,,8,,8,,2011,,14,,1404,,999,,999,,9,9,320,,320,,9,9,7212,2359
11,,1101,,1,,2012,,9,,11,,2011,,11,,1101,,31,,24,,9,9,320,,320,,1,1,9712,2359
21,,2101,,5,,2011,,27,,4,,2011,,21,,2101,,999,,999,,9,9,320,,320,,9,9,5221,2359
9,,906,,9,,2011,,23,,8,,2011,,9,,901,,999,,999,,9,9,320,,320,,9,9,9712,2359
9,,901,,10,,2011,,1,,9,,2011,,9,,901,,999,,999,,9,9,320,,320,,9,9,2359,2359
13,,1301,,9,,2011,,9,,8,,2011,,13,,1301,,999,,32,,9,2,320,,320,,1,4,9999,2342
15,,1501,,4,,2011,,3,,3,,2011,,15,,1501,,34,,26,,2,2,320,,320,,1,4,9712,2342
22,,2204,,12,,2011,,31,,10,,2011,,22,,2204,,21,,25,,2,2,320,,320,,2,4,9712,2342
8,,801,,12,,2011,,30,,11,,2011,,8,,801,,999,,999,,9,9,320,,320,,1,1,2359,2342
10,,1001,,6,,2011,,7,,6,,2011,,10,,1001,,999,,999,,9,9,320,,320,,9,9,2341,2341
5,,501,,5,,2011,,6,,5,,2011,,5,,501,,999,,999,,9,9,320,,320,,9,9,2341,2341
19,,1901,,7,,2011,,6,,7,,2011,,19,,1901,,999,,999,,9,9,320,,320,,9,9,3119,2341
1,,101,,3,,2012,,23,,11,,2011,,1,,101,,41,,36,,2,9,320,,320,,3,4,5221,2341
16,,1613,,10,,2011,,19,,10,,2011,,16,,1613,,999,,30,,9,1,320,,320,,9,4,7522,2341
1,,101,,6,,2011,,16,,3,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,2341
10,,1001,,11,,2011,,25,,8,,2011,,10,,1001,,999,,999,,9,9,320,,320,,9,9,9712,2341
1,,101,,2,,2012,,1,,2,,2011,,1,,101,,999,,999,,9,9,320,,320,,1,1,9712,2341
1,,101,,9,,2011,,26,,7,,2011,,1,,101,,33,,30,,2,9,320,,320,,4,1,9712,2341
8,,802,,2,,2012,,21,,11,,2011,,8,,801,,999,,32,,9,9,320,,320,,9,1,9999,2341
22,,2204,,3,,2011,,28,,1,,2011,,22,,2204,,28,,24,,2,2,320,,320,,4,4,4311,2341
17,,1706,,8,,2011,,9,,8,,2011,,17,,1705,,25,,23,,2,2,320,,320,,3,4,8322,2341
9,,920,,7,,2011,,13,,6,,2011,,9,,920,,999,,999,,9,9,320,,320,,9,9,9712,2341
16,,1603,,12,,2011,,20,,5,,2011,,16,,1601,,29,,26,,2,2,320,,320,,4,4,9712,2341
15,,1501,,11,,2011,,2,,6,,2011,,15,,1501,,999,,34,,9,2,320,,320,,9,4,9211,2341
20,,2007,,7,,2011,,27,,6,,2011,,20,,2001,,999,,999,,9,9,320,,320,,1,1,2341,2341
1,,101,,9,,2011,,29,,7,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,2412,2341
9,,921,,3,,2011,,18,,2,,2011,,9,,920,,999,,999,,2,2,320,,320,,4,4,3119,2341
5,,501,,8,,2011,,3,,6,,2011,,5,,501,,999,,999,,9,9,320,,320,,9,9,3513,2341
14,,1401,,10,,2011,,19,,4,,2011,,14,,1401,,31,,34,,9,9,320,,320,,9,4,3513,2341
1,,101,,10,,2011,,8,,9,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,4311,2341
20,,2008,,10,,2011,,1,,9,,2011,,20,,2001,,42,,999,,2,2,320,,320,,2,1,5221,2341
20,,2011,,3,,2012,,22,,6,,2011,,22,,2201,,24,,30,,2,9,320,,320,,3,4,5221,2341
22,,2203,,8,,2011,,23,,3,,2011,,1,,115,,41,,34,,2,2,320,,320,,4,4,5249,2341
11,,1104,,1,,2012,,11,,11,,2011,,11,,1101,,999,,999,,9,9,320,,320,,9,9,6111,2341
13,,1301,,2,,2012,,11,,11,,2011,,13,,1301,,34,,38,,2,2,320,,320,,3,4,6111,2341
18,,1801,,4,,2011,,24,,2,,2011,,18,,1801,,38,,43,,2,2,320,,320,,9,4,6111,2341
10,,1001,,1,,2012,,15,,11,,2011,,10,,1001,,999,,999,,9,9,320,,320,,9,9,9712,2341
10,,1001,,11,,2011,,3,,11,,2011,,10,,1001,,999,,999,,9,9,320,,320,,9,9,9712,2341
21,,2101,,6,,2011,,1,,6,,2011,,21,,2101,,999,,999,,9,9,320,,320,,9,9,9712,2341
21,,2101,,6,,2011,,20,,6,,2011,,21,,2101,,999,,999,,9,9,320,,320,,9,9,9712,2341
21,,2101,,9,,2011,,8,,7,,2011,,21,,2101,,999,,999,,9,9,320,,320,,9,9,9712,2341
1,,103,,4,,2011,,25,,2,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,2341
1,,101,,4,,2011,,5,,4,,2011,,1,,101,,999,,999,,2,2,320,,320,,9,1,9712,2341
5,,501,,1,,2012,,9,,11,,2011,,5,,501,,999,,25,,9,9,320,,320,,9,4,9712,2341
10,,1013,,5,,2011,,14,,2,,2011,,10,,1013,,29,,27,,2,2,320,,320,,4,4,9712,2341
5,,502,,2,,2012,,14,,11,,2011,,5,,502,,23,,22,,2,2,320,,320,,9,4,9712,2341
10,,1008,,11,,2011,,6,,10,,2011,,10,,1001,,28,,25,,9,9,320,,320,,9,9,9712,2341
20,,2003,,5,,2011,,8,,3,,2011,,20,,2003,,48,,45,,9,2,320,,320,,9,4,9999,2341
5,,509,,2,,2012,,21,,11,,2011,,19,,1901,,999,,31,,9,2,320,,320,,9,4,9999,2341
22,,2207,,11,,2011,,4,,10,,2011,,22,,2201,,57,,46,,2,2,320,,320,,4,4,9713,2341
18,,1803,,5,,2011,,28,,1,,2011,,18,,1801,,24,,23,,2,2,320,,320,,4,4,2341,2341
4,,407,,7,,2011,,25,,4,,2011,,4,,407,,44,,45,,1,1,320,,320,,4,4,2341,2341
21,,2101,,4,,2012,,15,,2,,2011,,21,,2101,,999,,999,,9,9,320,,320,,9,9,2341,2341
14,,1416,,4,,2011,,23,,2,,2011,,14,,1413,,48,,43,,2,2,320,,320,,4,4,2341,2341
21,,2101,,3,,2011,,19,,1,,2011,,21,,2101,,999,,999,,9,9,320,,320,,9,9,2341,2341
21,,2101,,8,,2011,,6,,5,,2011,,21,,2101,,999,,999,,9,9,320,,320,,9,9,2341,2341
19,,1910,,11,,2011,,11,,10,,2011,,19,,1901,,25,,24,,2,2,320,,320,,4,4,2341,2341
21,,2104,,3,,2011,,10,,2,,2011,,21,,2101,,46,,44,,2,2,320,,320,,4,4,2341,2341
22,,2205,,4,,2011,,23,,3,,2011,,22,,2205,,999,,50,,9,2,320,,320,,9,4,9999,2341
6,,611,,11,,2011,,29,,9,,2011,,6,,601,,999,,46,,9,2,320,,320,,9,5,9999,2341
12,,1201,,5,,2011,,14,,3,,2011,,12,,1201,,999,,30,,9,2,320,,320,,9,5,9999,2341
19,,1901,,4,,2011,,5,,4,,2011,,19,,1901,,999,,999,,9,9,320,,320,,9,9,4131,2341
16,,1601,,2,,2012,,30,,9,,2011,,16,,1601,,999,,54,,2,2,320,,320,,9,1,3142,2341
1,,101,,3,,2011,,21,,1,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,4311,2341
10,,1002,,12,,2011,,25,,1,,2011,,10,,1001,,54,,999,,2,9,320,,320,,4,9,4311,2341
7,,712,,1,,2012,,9,,9,,2011,,7,,712,,37,,35,,1,1,320,,320,,4,2,4311,2341
18,,1805,,11,,2011,,19,,10,,2011,,18,,1801,,999,,999,,9,9,320,,320,,9,9,3212,2341
21,,2101,,2,,2011,,1,,2,,2011,,21,,2101,,999,,999,,9,9,320,,320,,9,9,9712,2341
1,,116,,5,,2012,,6,,10,,2011,,1,,116,,999,,999,,9,9,320,,320,,9,9,9712,2341
13,,1302,,2,,2012,,26,,8,,2011,,13,,1317,,999,,999,,9,9,320,,320,,9,9,9712,2341
1,,101,,9,,2011,,12,,7,,2011,,3,,301,,55,,52,,9,9,320,,320,,9,9,2656,2341
21,,2101,,5,,2011,,27,,4,,2011,,21,,2101,,999,,999,,9,9,320,,320,,9,9,2341,2341
21,,2101,,8,,2011,,13,,7,,2011,,21,,2101,,999,,999,,9,9,320,,320,,9,9,2341,2341
21,,2101,,2,,2011,,11,,1,,2011,,21,,2101,,999,,999,,2,9,320,,320,,9,9,2341,2341
1,,101,,12,,2011,,10,,10,,2011,,1,,101,,30,,34,,2,9,320,,320,,3,1,8322,2341
1,,101,,1,,2012,,18,,10,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,4311,2342
1,,101,,11,,2011,,29,,9,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,1,5249,2342
1,,101,,8,,2011,,11,,7,,2011,,1,,114,,999,,31,,9,2,320,,320,,9,4,9999,2342
1,,101,,11,,2011,,5,,9,,2011,,1,,101,,29,,27,,2,2,320,,320,,4,4,9712,2342
1,,114,,9,,2011,,15,,7,,2011,,1,,114,,38,,22,,2,2,320,,320,,4,4,9111,2342
1,,101,,11,,2011,,27,,9,,2011,,1,,108,,999,,999,,9,9,320,,320,,9,1,9712,2341
1,,101,,6,,2011,,30,,3,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,4311,2341
1,,101,,10,,2011,,9,,8,,2011,,1,,101,,28,,24,,2,2,320,,320,,9,9,9712,2341
1,,101,,3,,2012,,8,,7,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,2511,2341
1,,101,,1,,2012,,8,,12,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,3513,2341
16,,1601,,5,,2011,,15,,3,,2011,,16,,1601,,32,,30,,1,1,320,,320,,9,9,5221,2341
6,,601,,12,,2011,,18,,8,,2011,,6,,601,,999,,999,,9,9,320,,320,,9,9,6111,2341
12,,1228,,12,,2011,,8,,3,,2011,,9,,901,,26,,22,,2,2,320,,320,,4,5,7115,2341
21,,2101,,10,,2011,,19,,9,,2011,,21,,2101,,45,,48,,2,2,320,,320,,9,4,9712,2341
10,,1001,,1,,2012,,21,,11,,2011,,10,,1001,,999,,999,,9,9,320,,320,,9,9,4311,2341
10,,1001,,9,,2011,,8,,9,,2011,,10,,1002,,32,,25,,9,9,320,,320,,1,1,2341,2342
6,,604,,9,,2011,,21,,7,,2011,,6,,604,,36,,999,,2,2,320,,320,,2,4,8322,2342
5,,502,,8,,2011,,20,,5,,2011,,5,,502,,33,,30,,2,2,320,,320,,5,5,3513,2341
13,,1310,,9,,2011,,25,,8,,2011,,13,,1301,,27,,23,,1,9,320,,320,,1,1,9712,2341
1,,101,,2,,2012,,5,,12,,2011,,1,,101,,34,,30,,2,9,320,,320,,5,1,2151,2341
17,,1704,,8,,2011,,27,,7,,2011,,17,,1703,,33,,31,,2,2,320,,320,,4,4,2359,2341
16,,1610,,6,,2011,,16,,2,,2011,,16,,1601,,36,,23,,2,2,320,,320,,4,4,2341,2341
8,,806,,10,,2011,,2,,8,,2011,,8,,801,,25,,25,,1,1,320,,320,,4,4,2341,2341
8,,801,,3,,2011,,23,,2,,2011,,8,,801,,27,,25,,1,1,320,,320,,4,4,2341,2341
21,,2103,,3,,2012,,1,,7,,2011,,21,,2103,,999,,999,,9,9,320,,320,,9,9,4131,2341
8,,801,,5,,2011,,15,,4,,2011,,8,,801,,999,,999,,9,9,320,,320,,4,4,2341,2341
1,,101,,11,,2011,,17,,6,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,9712,4131
1,,101,,5,,2011,,1,,4,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,7231,4131
9,,901,,3,,2011,,14,,1,,2011,,9,,901,,51,,64,,2,2,320,,320,,9,9,4131,4131
5,,507,,6,,2011,,4,,6,,2011,,1,,101,,999,,999,,9,9,320,,320,,1,9,2411,2211
13,,1301,,10,,2011,,14,,9,,2011,,13,,1301,,999,,999,,9,9,320,,320,,9,9,2211,2211
16,,1601,,6,,2011,,4,,5,,2011,,16,,1601,,999,,999,,9,9,320,,320,,9,9,3513,2211
9,,901,,6,,2011,,23,,5,,2011,,9,,901,,60,,50,,9,2,320,,320,,1,5,9712,2211
1,,101,,6,,2012,,24,,8,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,2211,2211
1,,101,,8,,2011,,23,,3,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,2211,2211
1,,101,,8,,2011,,28,,7,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,2211,2211
1,,101,,9,,2011,,21,,6,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,2211,2211
1,,101,,3,,2012,,24,,6,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,2211,2211
1,,101,,6,,2012,,12,,7,,2011,,1,,101,,999,,40,,9,9,320,,320,,9,9,2211,2211
19,,1901,,9,,2011,,11,,4,,2011,,19,,1901,,999,,999,,9,9,320,,320,,9,9,2261,2211
1,,101,,3,,2011,,10,,2,,2011,,1,,101,,30,,30,,9,9,320,,320,,4,5,3153,2211
9,,901,,7,,2011,,22,,6,,2011,,9,,901,,45,,999,,2,2,320,,320,,5,5,2211,2211
1,,101,,1,,2012,,27,,10,,2011,,1,,101,,37,,29,,9,2,320,,320,,1,5,2211,2211
1,,101,,6,,2011,,24,,3,,2011,,1,,101,,37,,34,,9,9,320,,320,,5,1,1411,2431
1,,101,,12,,2011,,2,,6,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,1,2431,2431
1,,101,,5,,2011,,12,,4,,2011,,1,,101,,36,,32,,9,9,320,,320,,1,1,2433,2431
12,,1202,,2,,2012,,19,,12,,2011,,12,,1201,,999,,999,,9,9,320,,320,,1,1,6111,7531
19,,1901,,9,,2011,,11,,7,,2011,,19,,1901,,999,,999,,9,9,320,,320,,9,9,9712,7531
21,,2101,,6,,2011,,10,,5,,2011,,21,,2101,,999,,999,,9,9,320,,320,,9,9,9712,7531
1,,101,,2,,2012,,1,,3,,2011,,1,,115,,999,,999,,9,9,320,,320,,9,1,9712,7531
19,,1907,,12,,2011,,6,,12,,2011,,19,,1901,,999,,999,,9,9,320,,320,,9,9,2341,7531
1,,101,,12,,2011,,18,,10,,2011,,1,,101,,38,,32,,2,2,320,,320,,2,2,7231,7531
9,,920,,12,,2011,,6,,4,,2011,,9,,920,,999,,999,,2,2,320,,320,,9,9,7231,7531
19,,1903,,7,,2011,,23,,6,,2011,,19,,1901,,999,,999,,9,9,320,,320,,9,9,4131,7531
6,,610,,1,,2012,,6,,12,,2011,,6,,601,,35,,24,,2,2,320,,320,,4,2,4311,7531
1,,101,,11,,2011,,30,,8,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,8332,7531
16,,1601,,11,,2011,,14,,9,,2011,,16,,1601,,999,,999,,9,9,320,,320,,9,9,9211,8160
16,,1608,,11,,2011,,14,,9,,2011,,16,,1601,,999,,999,,9,9,320,,320,,9,9,9211,8160
22,,2201,,10,,2011,,10,,5,,2011,,22,,2201,,999,,999,,9,9,320,,320,,9,9,6111,9999
14,,1416,,3,,2012,,3,,6,,2011,,14,,1401,,999,,999,,9,9,320,,320,,9,9,6111,9999
14,,1416,,7,,2011,,14,,3,,2011,,9,,901,,34,,27,,9,9,320,,320,,1,1,9712,9999
20,,2008,,7,,2011,,9,,6,,2011,,1,,101,,60,,999,,9,2,320,,320,,9,3,9999,9999
22,,2201,,5,,2012,,8,,8,,2011,,22,,2201,,999,,999,,9,9,320,,320,,9,9,9211,9999
22,,2201,,9,,2011,,31,,8,,2011,,22,,2201,,999,,999,,9,9,320,,320,,9,9,2341,9999
1,,101,,7,,2011,,23,,2,,2011,,22,,2201,,999,,999,,9,9,320,,320,,9,9,9999,9999
22,,2201,,3,,2011,,23,,2,,2011,,22,,2201,,999,,999,,9,9,320,,320,,9,9,9999,9999
22,,2201,,6,,2011,,25,,4,,2011,,22,,2201,,999,,999,,9,9,320,,320,,9,9,9999,9999
22,,2201,,10,,2011,,12,,10,,2011,,22,,2201,,999,,999,,9,9,320,,320,,9,9,9999,9999
22,,2217,,1,,2012,,9,,12,,2011,,22,,2201,,999,,999,,9,9,320,,320,,9,9,9999,9999
1,,116,,4,,2012,,7,,12,,2011,,1,,116,,999,,999,,9,9,320,,320,,9,9,9999,9999
1,,101,,4,,2011,,10,,2,,2011,,1,,101,,32,,999,,1,9,320,,320,,1,9,9999,9999
13,,1326,,9,,2011,,10,,1,,2011,,13,,1317,,999,,999,,9,2,320,,320,,9,1,9999,9999
22,,2201,,11,,2011,,16,,9,,2011,,22,,2201,,999,,999,,9,9,320,,320,,9,9,4311,9999
1,,101,,10,,2011,,26,,5,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,2166,9999
3,,302,,2,,2012,,29,,12,,2011,,3,,301,,39,,999,,2,9,320,,320,,5,9,2166,9999
22,,2201,,10,,2011,,21,,7,,2011,,22,,2201,,27,,999,,9,9,320,,320,,1,9,2341,9999
1,,101,,3,,2012,,20,,12,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,2511,9999
20,,2011,,11,,2011,,16,,8,,2011,,1,,101,,51,,999,,2,9,320,,320,,5,9,2611,9999
5,,513,,10,,2011,,27,,9,,2011,,10,,1001,,55,,999,,9,9,320,,320,,1,9,2651,9999
16,,1602,,5,,2011,,6,,4,,2011,,16,,1601,,999,,999,,9,9,320,,320,,9,9,3119,9999
18,,1801,,10,,2011,,5,,8,,2011,,18,,1801,,999,,999,,2,9,320,,320,,1,9,3119,9999
5,,501,,8,,2011,,7,,6,,2011,,5,,501,,37,,999,,2,9,320,,320,,4,9,3119,9999
16,,1601,,4,,2011,,21,,3,,2011,,16,,1601,,28,,999,,1,1,320,,320,,4,9,3119,9999
19,,1904,,10,,2011,,28,,7,,2011,,1,,101,,37,,999,,2,2,320,,320,,9,9,3119,9999
1,,101,,2,,2012,,19,,12,,2011,,1,,115,,38,,999,,2,2,320,,320,,2,9,3431,9999
16,,1601,,12,,2011,,21,,2,,2011,,16,,1601,,45,,999,,2,9,320,,320,,4,1,3513,9999
16,,1609,,8,,2011,,13,,7,,2011,,16,,1601,,31,,28,,9,2,320,,320,,5,1,3513,9999
3,,304,,11,,2011,,20,,9,,2011,,3,,301,,999,,999,,9,9,320,,320,,9,9,3513,9999
1,,116,,7,,2011,,26,,5,,2011,,1,,101,,41,,999,,2,9,320,,320,,9,9,3513,9999
20,,2001,,3,,2011,,25,,1,,2011,,20,,2001,,999,,999,,9,9,320,,320,,9,9,5221,9999
16,,1601,,1,,2012,,18,,11,,2011,,16,,1601,,999,,999,,9,9,320,,320,,9,9,5221,9999
18,,1801,,11,,2011,,6,,9,,2011,,18,,1801,,999,,999,,9,9,320,,320,,9,9,5221,9999
8,,806,,8,,2011,,21,,7,,2011,,8,,801,,60,,999,,1,9,320,,320,,1,9,5221,9999
14,,1401,,2,,2011,,6,,1,,2011,,14,,1401,,34,,999,,1,9,320,,320,,2,9,5221,9999
18,,1804,,1,,2012,,16,,12,,2011,,18,,1801,,48,,999,,2,9,320,,320,,4,9,5221,9999
4,,401,,6,,2011,,18,,5,,2011,,1,,101,,47,,999,,2,9,320,,320,,5,9,5221,9999
13,,1301,,5,,2011,,7,,2,,2011,,13,,1301,,31,,999,,9,9,320,,320,,9,9,5221,9999
7,,701,,8,,2011,,22,,7,,2011,,7,,701,,999,,999,,1,1,320,,320,,1,1,5221,9999
1,,101,,4,,2012,,1,,8,,2011,,1,,101,,27,,22,,1,9,320,,320,,3,1,5221,9999
9,,917,,1,,2012,,28,,11,,2011,,9,,920,,27,,23,,2,2,320,,320,,2,2,5242,9999
20,,2001,,2,,2012,,26,,10,,2011,,20,,2001,,999,,999,,9,9,320,,320,,9,9,5412,9999
1,,103,,6,,2011,,30,,5,,2011,,22,,2201,,31,,28,,2,2,320,,320,,2,1,5412,9999
1,,101,,1,,2012,,8,,12,,2011,,6,,601,,999,,999,,9,9,320,,320,,9,9,6111,9999
13,,1305,,11,,2011,,31,,8,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,6111,9999
22,,2201,,8,,2011,,21,,7,,2011,,22,,2201,,999,,999,,9,9,320,,320,,9,9,6111,9999
22,,2201,,8,,2011,,27,,7,,2011,,22,,2201,,999,,999,,9,9,320,,320,,9,9,6111,9999
22,,2201,,12,,2011,,31,,10,,2011,,22,,2201,,999,,999,,9,9,320,,320,,9,9,6111,9999
16,,1604,,9,,2011,,15,,8,,2011,,16,,1601,,999,,999,,9,9,320,,320,,9,9,6111,9999
20,,2011,,9,,2011,,8,,6,,2011,,20,,2001,,999,,999,,9,9,320,,320,,9,9,6111,9999
20,,2001,,2,,2012,,5,,10,,2011,,20,,2001,,999,,999,,9,9,320,,320,,9,9,6111,9999
20,,2001,,9,,2011,,16,,3,,2011,,20,,2001,,999,,999,,9,9,320,,320,,9,9,6111,9999
17,,1701,,8,,2011,,19,,7,,2011,,17,,1701,,999,,999,,9,9,320,,320,,9,9,6111,9999
22,,2203,,8,,2011,,20,,6,,2011,,22,,2201,,999,,999,,9,9,320,,320,,9,9,6111,9999
3,,314,,2,,2011,,18,,1,,2011,,3,,301,,999,,999,,9,9,320,,320,,9,9,6111,9999
7,,710,,12,,2011,,31,,10,,2011,,7,,701,,999,,999,,9,9,320,,320,,9,9,6111,9999
13,,1304,,2,,2011,,14,,1,,2011,,9,,901,,999,,999,,9,9,320,,320,,9,9,6111,9999
18,,1801,,8,,2011,,20,,1,,2011,,18,,1801,,999,,999,,9,9,320,,320,,9,9,6111,9999
17,,1707,,5,,2011,,26,,1,,2011,,17,,1703,,999,,999,,9,9,320,,320,,9,9,6111,9999
13,,1304,,8,,2011,,27,,6,,2011,,13,,1304,,999,,999,,9,9,320,,320,,9,9,6111,9999
1,,115,,6,,2011,,17,,5,,2011,,1,,115,,999,,999,,9,9,320,,320,,9,9,6111,9999
22,,2201,,3,,2012,,25,,8,,2011,,22,,2201,,999,,999,,9,9,320,,320,,1,9,6111,9999
5,,513,,4,,2011,,7,,3,,2011,,5,,502,,999,,999,,9,9,320,,320,,1,9,6111,9999
18,,1801,,11,,2011,,3,,10,,2011,,18,,1801,,51,,999,,2,9,320,,320,,1,9,6111,9999
22,,2204,,9,,2011,,21,,7,,2011,,22,,2204,,45,,999,,2,9,320,,320,,1,9,6111,9999
22,,2203,,6,,2011,,3,,5,,2011,,22,,2201,,26,,999,,2,9,320,,320,,1,9,6111,9999
12,,1213,,10,,2011,,29,,9,,2011,,9,,920,,26,,999,,9,9,320,,320,,1,9,6111,9999
12,,1210,,8,,2011,,10,,6,,2011,,12,,1210,,999,,999,,9,9,320,,320,,2,9,6111,9999
14,,1401,,12,,2011,,17,,10,,2011,,5,,501,,36,,999,,1,9,320,,320,,2,9,6111,9999
22,,2204,,12,,2011,,31,,10,,2011,,22,,2204,,32,,999,,2,9,320,,320,,2,9,6111,9999
22,,2202,,9,,2011,,16,,8,,2011,,22,,2202,,28,,999,,2,9,320,,320,,2,9,6111,9999
14,,1418,,2,,2011,,5,,1,,2011,,14,,1401,,38,,999,,1,9,320,,320,,9,9,6111,9999
14,,1418,,4,,2011,,22,,3,,2011,,14,,1401,,38,,999,,1,9,320,,320,,9,9,6111,9999
1,,101,,4,,2012,,25,,5,,2011,,1,,101,,999,,46,,9,9,320,,320,,9,1,6111,9999
18,,1804,,7,,2011,,23,,6,,2011,,18,,1801,,43,,36,,2,2,320,,320,,2,1,6111,9999
12,,1217,,3,,2012,,16,,12,,2011,,9,,920,,51,,999,,2,2,320,,320,,1,2,6111,9999
17,,1706,,8,,2011,,28,,6,,2011,,17,,1706,,43,,38,,2,2,320,,320,,2,2,6111,9999
18,,1801,,9,,2011,,24,,6,,2011,,18,,1801,,34,,35,,2,2,320,,320,,2,2,6111,9999
21,,2101,,9,,2011,,1,,9,,2011,,21,,2101,,999,,999,,9,9,320,,320,,9,9,6111,9999
18,,1804,,2,,2011,,17,,1,,2011,,18,,1801,,999,,37,,9,2,320,,320,,9,9,6111,9999
20,,2011,,8,,2011,,7,,6,,2011,,4,,401,,49,,42,,2,2,320,,320,,2,9,6111,9999
1,,115,,9,,2011,,9,,8,,2011,,1,,101,,999,,999,,9,9,320,,320,,9,9,7112,9999
18,,1801,,6,,2011,,13,,5,,2011,,18,,1801,,999,,999,,9,9,320,,320,,9,9,7112,9999
22,,2215,,6,,2011,,3,,5,,2011,,22,,2215,,999,,999,,9,9,320,,320,,1,9,7112,9999
20,,2007,,2,,2012,,25,,8,,2011,,20,,2001,,31,,999,,9,9,320,,320,,1,9,7112,9999
2,,201,,8,,2011,,14,,6,,2011,,2,,201,,49,,999,,2,2,320,,320,,3,9,7112,9999
22,,2201,,3,,2011,,27,,1,,2011,,22,,2201,,999,,999,,9,9,320,,320,,9,9,7115,9999
1,,101,,8,,2011,,20,,7,,2011,,1,,101,,55,,999,,2,9,320,,320,,2,9,7115,9999
13,,1301,,7,,2011,,4,,7,,2011,,13,,1301,,35,,34,,2,9,320,,320,,3,1,7115,9999
20,,2001,,4,,2011,,8,,3,,2011,,20,,2001,,999,,999,,9,9,320,,320,,9,9,7231,9999
